,ID_PRET,SEXE,AGE,OCCUPATION,SOURCE_REVENU,REVENU_TOTAL,VOITURE,IMMOBILIER,DETTE_TOTALE
825192,294921,M,33,Laborers,Commercial associate,202500.0,Y,N,391212.0
825551,294993,F,60,Not applicable / Not specified,Pensioner,112500.0,N,Y,22122.0
826176,295152,F,61,Not applicable / Not specified,Pensioner,90000.0,N,Y,164907.0
826585,295247,F,31,Laborers,Working,180000.0,N,Y,64476.0
826601,295251,F,49,Sales staff,Working,112500.0,N,Y,426285.0
826967,295338,F,54,Not applicable / Not specified,Pensioner,198000.0,N,N,204822.0
827150,295383,F,41,Not applicable / Not specified,Working,112500.0,Y,N,214492.5
827225,295400,M,38,Drivers,Working,360000.0,N,N,1189467.0
828206,295641,M,45,Laborers,Working,157500.0,Y,N,284854.5
829098,295822,M,25,Drivers,Working,94500.0,N,Y,0.0
829123,295829,F,65,Not applicable / Not specified,Pensioner,81000.0,N,Y,0.0
829175,295845,F,53,Not applicable / Not specified,Working,76500.0,N,N,0.0
829878,296013,M,51,Not applicable / Not specified,Working,205200.0,Y,Y,508693.5
830095,296061,M,54,Managers,Working,270000.0,Y,N,180101.655
830344,296117,F,34,Medicine staff,Working,157500.0,N,N,524745.0
830374,296126,F,54,Not applicable / Not specified,Pensioner,121500.0,N,Y,420916.5
831376,296347,F,43,Managers,Commercial associate,180000.0,N,Y,0.0
832064,296507,M,34,Laborers,Working,270000.0,Y,N,1375575.57
832312,296571,F,36,Core staff,Working,135000.0,N,Y,56092.5
832393,296593,F,45,Not applicable / Not specified,Working,76500.0,Y,N,156339.0
833258,296808,M,27,Laborers,Working,67500.0,Y,N,136053.0
833354,296833,M,34,Laborers,Working,157500.0,Y,N,410634.0
833821,296944,F,41,Security staff,State servant,54000.0,N,Y,0.0
833872,296955,F,58,Not applicable / Not specified,Pensioner,90000.0,N,Y,324909.0
834153,297031,F,41,Not applicable / Not specified,Commercial associate,270000.0,N,Y,397899.0
834963,297209,F,58,Not applicable / Not specified,Pensioner,252000.0,N,Y,1718818.335
835421,297326,F,55,Not applicable / Not specified,Pensioner,157500.0,N,Y,72598.5
835433,297328,F,27,Core staff,Working,63000.0,Y,N,8022010.5
835992,297475,M,32,Not applicable / Not specified,Commercial associate,157500.0,N,N,0.0
837454,297784,F,36,Not applicable / Not specified,Working,90000.0,N,N,0.0
839288,298167,F,57,Sales staff,Working,90000.0,N,Y,313317.0
840003,298359,M,34,Not applicable / Not specified,Commercial associate,112500.0,Y,Y,3590077.5
840278,298407,F,46,Laborers,Commercial associate,202500.0,Y,N,748345.5
840405,298435,M,53,Drivers,Working,270000.0,Y,N,0.0
840756,298546,F,61,Not applicable / Not specified,Pensioner,99000.0,N,Y,0.0
842058,298874,M,42,Not applicable / Not specified,Pensioner,121500.0,Y,Y,0.0
842786,299065,M,41,High skill tech staff,Commercial associate,315000.0,Y,N,1168371.09
842831,299071,M,36,Drivers,Working,270000.0,Y,N,0.0
843176,299164,F,38,Core staff,Commercial associate,90000.0,N,Y,0.0
843316,299207,F,56,Not applicable / Not specified,Pensioner,112500.0,N,Y,77427.0
844374,299437,F,43,Medicine staff,Working,202500.0,N,Y,0.0
844592,299484,F,33,Sales staff,Working,135000.0,Y,Y,0.0
844776,299546,M,52,Drivers,Working,382500.0,N,Y,2298507.48
845214,299648,F,42,Sales staff,Commercial associate,270000.0,N,Y,0.0
845682,299742,F,27,Managers,Working,270000.0,N,Y,258921.0
846410,299913,F,38,Managers,Commercial associate,360000.0,N,Y,1949719.5
846422,299916,M,39,Not applicable / Not specified,Working,121500.0,N,N,0.0
846486,299932,F,45,Managers,State servant,216000.0,N,Y,2352573.0
847111,300093,M,28,Managers,Commercial associate,675000.0,Y,N,0.0
847203,300118,F,29,Accountants,Commercial associate,202500.0,N,Y,255500.37
848296,300399,M,49,Drivers,Working,180000.0,Y,Y,97542.0
848464,300434,M,62,Not applicable / Not specified,Pensioner,65250.0,Y,Y,319455.0
849722,300720,M,44,Core staff,Commercial associate,202500.0,N,Y,754790.22
850273,300830,F,60,Laborers,Working,234000.0,N,Y,332145.0
850311,300839,M,31,Laborers,Working,135000.0,N,Y,0.0
850531,300902,F,27,Laborers,Working,135000.0,N,N,47565.0
850783,300960,F,44,Cooking staff,Working,225000.0,Y,Y,0.0
850927,300999,M,47,Laborers,Working,292500.0,N,Y,1291554.0
850974,301011,F,23,Secretaries,Working,112500.0,N,N,0.0
852631,301412,F,54,Not applicable / Not specified,Commercial associate,135000.0,N,Y,1246117.5
853889,301726,F,60,Laborers,Commercial associate,225000.0,Y,Y,0.0
854712,301951,F,63,Cleaning staff,Working,202500.0,N,Y,345213.0
855950,302240,M,52,Laborers,Working,202500.0,Y,Y,707674.5
856029,302257,F,61,Not applicable / Not specified,Pensioner,180000.0,N,Y,0.0
856334,302313,F,61,Not applicable / Not specified,Pensioner,67500.0,N,Y,17199.0
856351,302317,F,31,Medicine staff,Working,81000.0,Y,Y,0.0
856688,302396,F,60,Not applicable / Not specified,Pensioner,301500.0,Y,Y,197550.0
856776,302414,M,44,Laborers,Working,315000.0,Y,Y,1842052.5
856806,302427,M,36,Core staff,State servant,198000.0,N,Y,20907.0
857060,302483,F,44,Not applicable / Not specified,Pensioner,166500.0,N,Y,179406.0
857484,302563,M,32,Laborers,Working,99000.0,N,Y,1237500.0
857676,302602,M,48,IT staff,Working,315000.0,Y,Y,2010096.0
857787,302627,F,65,Not applicable / Not specified,Pensioner,126000.0,N,N,247653.0
857899,302653,M,40,Drivers,Working,166500.0,N,Y,0.0
858091,302708,M,49,Laborers,Commercial associate,112500.0,N,Y,0.0
858249,302738,F,46,Not applicable / Not specified,Working,135000.0,N,Y,2405425.5
858433,302777,F,32,Not applicable / Not specified,Working,90000.0,N,N,0.0
858440,302779,F,32,High skill tech staff,Commercial associate,360000.0,N,Y,0.0
858594,302812,M,30,Not applicable / Not specified,Working,99000.0,N,N,0.0
858800,302858,F,68,Not applicable / Not specified,Pensioner,76500.0,N,Y,20553.84
858933,302890,M,60,Laborers,Commercial associate,135000.0,N,Y,0.0
858973,302899,M,39,Laborers,Commercial associate,157500.0,Y,N,196074.0
859280,302962,F,32,Sales staff,Working,112500.0,N,Y,0.0
859455,303008,F,65,Sales staff,Working,157500.0,N,Y,7040.655
859810,303101,F,32,Laborers,Working,63000.0,N,Y,0.0
860146,303173,F,58,Core staff,Working,90000.0,N,Y,0.0
860404,303228,M,31,Laborers,Working,121500.0,N,Y,186282.0
860428,303231,F,46,Laborers,Working,180000.0,N,Y,522963.0
860638,303278,F,64,Not applicable / Not specified,Working,112500.0,N,N,317857.5
860781,303324,F,62,Not applicable / Not specified,Pensioner,90000.0,N,N,0.0
861166,303418,M,56,Drivers,Working,157500.0,N,N,3336291.0
862114,303633,F,31,High skill tech staff,Working,139500.0,Y,N,214015.5
862141,303637,F,41,Sales staff,Working,225000.0,N,Y,358722.0
862314,303673,F,34,Core staff,Working,184500.0,N,N,610384.5
862354,303686,F,32,Sales staff,Working,99000.0,N,N,143586.0
862505,303729,F,34,Not applicable / Not specified,Working,189000.0,N,Y,69327.0
863058,303873,M,39,Low-skill Laborers,Working,90000.0,N,Y,237600.0
863112,303888,M,38,Managers,Working,292500.0,Y,Y,0.0
864326,304184,M,41,Core staff,Working,225000.0,N,Y,0.0
864469,304219,F,42,Not applicable / Not specified,Commercial associate,90000.0,N,N,159313.5
864526,304230,M,30,Not applicable / Not specified,Working,180000.0,Y,Y,0.0
864815,304305,F,32,Not applicable / Not specified,Working,67500.0,N,Y,0.0
864830,304310,F,42,Sales staff,Working,157500.0,N,Y,0.0
865435,304463,F,43,Sales staff,Commercial associate,202500.0,N,Y,97510.5
865579,304495,F,35,Sales staff,Working,157500.0,N,N,359419.5
867351,304941,F,57,Laborers,Working,112500.0,N,Y,70587.0
867375,304949,M,62,Laborers,Commercial associate,225000.0,N,Y,0.0
867608,305005,M,30,Waiters/barmen staff,Working,157500.0,N,N,0.0
868297,305166,F,43,Laborers,Working,112500.0,N,Y,238792.5
868339,305176,M,37,Laborers,Working,270000.0,Y,N,6273751.68
868608,305247,M,28,Not applicable / Not specified,Working,135000.0,N,Y,0.0
868901,305324,F,38,Medicine staff,Commercial associate,81000.0,N,Y,184410.0
869345,305427,M,33,Not applicable / Not specified,Working,157500.0,Y,Y,878040.0
869571,305498,M,33,IT staff,Commercial associate,202500.0,N,N,0.0
869582,305505,M,42,Managers,Working,495000.0,Y,Y,5086134.0
869854,305591,F,60,Not applicable / Not specified,Pensioner,220500.0,Y,Y,0.0
869878,305599,F,36,Laborers,Working,135000.0,N,N,0.0
869973,305621,F,42,Core staff,Commercial associate,180000.0,Y,Y,469471.5
870071,305635,F,65,Not applicable / Not specified,Pensioner,81000.0,N,Y,104188.5
870081,305638,F,44,Sales staff,Commercial associate,157500.0,N,Y,70773.435
870862,305817,M,60,Not applicable / Not specified,Pensioner,72000.0,Y,Y,0.0
871100,305866,F,59,Not applicable / Not specified,Pensioner,166500.0,N,Y,66343.5
871132,305873,F,63,Not applicable / Not specified,Working,157500.0,N,Y,114111.0
873597,306447,F,24,Accountants,Commercial associate,180000.0,Y,Y,1197504.0
873777,306492,F,30,Laborers,Working,238500.0,Y,Y,0.0
874277,306602,F,39,Sales staff,Commercial associate,112500.0,Y,Y,320827.5
875085,306798,F,49,Not applicable / Not specified,Working,189000.0,N,Y,0.0
875442,306889,M,40,Laborers,Working,103500.0,N,Y,0.0
876687,307170,F,57,Not applicable / Not specified,Pensioner,94500.0,N,Y,854473.5
876862,307208,F,56,Sales staff,Working,135000.0,N,N,65538.0
877164,307279,M,41,Laborers,Working,135000.0,Y,Y,16939.98
877274,307307,F,58,Not applicable / Not specified,Pensioner,135000.0,N,Y,0.0
877994,307486,M,41,Sales staff,Working,202500.0,Y,Y,967176.0
878391,307591,M,43,Sales staff,Commercial associate,337500.0,Y,Y,2282359.5
878824,307698,M,35,Laborers,Commercial associate,180000.0,Y,Y,0.0
879961,307966,F,36,Not applicable / Not specified,Working,180000.0,Y,Y,269451.0
880061,307999,F,34,Managers,Commercial associate,180000.0,N,Y,832950.0
880320,308059,M,41,Laborers,Working,202500.0,Y,N,383706.0
880368,308071,F,51,Sales staff,Working,180000.0,N,N,1057181.67
880526,308106,F,41,Core staff,State servant,225000.0,Y,N,850747.5
881312,308300,M,45,Not applicable / Not specified,Commercial associate,157500.0,N,Y,819112.5
881662,308377,F,37,Laborers,Working,135000.0,Y,Y,0.0
882496,308561,F,29,High skill tech staff,Working,67500.0,Y,Y,31050.0
883767,308844,M,56,Drivers,Working,270000.0,N,Y,0.0
884191,308952,F,30,Not applicable / Not specified,Working,103500.0,Y,Y,24192.0
884754,309102,M,60,Drivers,Working,112500.0,Y,Y,168871.365
884913,309139,F,56,Not applicable / Not specified,Working,180000.0,Y,Y,0.0
885039,309165,F,52,Waiters/barmen staff,Working,225000.0,Y,N,547474.5
885235,309223,F,46,Core staff,State servant,210600.0,Y,Y,528758.91
886627,309543,F,59,Not applicable / Not specified,Pensioner,247500.0,N,Y,545395.5
886897,309605,F,58,Not applicable / Not specified,Pensioner,67500.0,N,Y,128376.0
887117,309651,F,47,Sales staff,Commercial associate,202500.0,N,Y,0.0
887702,309781,F,48,Managers,Working,135000.0,N,Y,0.0
887963,309845,F,40,Core staff,Commercial associate,225000.0,N,N,220500.0
888071,309876,F,40,Not applicable / Not specified,Commercial associate,108000.0,N,Y,451651.5
889588,310244,F,49,Accountants,Working,108000.0,N,N,502735.5
890096,310357,M,31,Core staff,Commercial associate,157500.0,Y,N,97168.5
891218,310617,F,22,Laborers,Commercial associate,103500.0,N,N,0.0
891363,310639,F,55,Not applicable / Not specified,Commercial associate,225000.0,N,Y,418932.0
891957,310797,F,59,Not applicable / Not specified,Pensioner,180000.0,N,Y,137790.0
892503,310921,F,42,Not applicable / Not specified,Working,157500.0,N,Y,124506.0
892668,310962,M,57,Not applicable / Not specified,Pensioner,162000.0,N,Y,0.0
893129,311068,M,23,Drivers,Commercial associate,135000.0,Y,Y,0.0
893764,311221,F,51,Sales staff,Working,180000.0,N,Y,0.0
893849,311242,F,66,Not applicable / Not specified,Pensioner,81000.0,Y,N,0.0
895053,311514,F,40,Laborers,Working,157500.0,N,N,262728.0
895116,311528,M,42,Core staff,Working,180000.0,N,Y,293148.0
895293,311576,F,32,Not applicable / Not specified,Commercial associate,315000.0,N,N,160933.5
895298,311579,F,68,Not applicable / Not specified,Pensioner,130500.0,N,Y,0.0
895423,311622,M,50,Drivers,Commercial associate,180000.0,Y,N,317304.0
895931,311758,F,67,Not applicable / Not specified,Pensioner,99000.0,N,Y,280800.0
896873,311982,F,41,Medicine staff,Working,90000.0,Y,N,88419.375
897480,312128,F,39,Not applicable / Not specified,Working,112500.0,Y,Y,0.0
898548,312369,M,26,Not applicable / Not specified,Working,112500.0,N,N,0.0
899216,312529,F,51,Not applicable / Not specified,State servant,112500.0,N,Y,80464.5
899284,312546,M,61,Drivers,Working,117000.0,N,Y,100480.5
899651,312657,F,57,Not applicable / Not specified,Pensioner,67500.0,Y,N,465939.0
899660,312658,F,39,Laborers,Working,157500.0,N,Y,198508.5
899751,312675,M,40,Laborers,Working,202500.0,N,Y,2498940.0
899845,312697,M,23,Core staff,Working,112500.0,N,Y,56655.0
900057,312750,M,31,Realty agents,Working,315000.0,Y,N,977364.0
900258,312793,F,55,Not applicable / Not specified,Pensioner,72000.0,N,Y,28903.5
901170,313008,F,47,Not applicable / Not specified,Pensioner,90000.0,N,Y,0.0
901802,313186,F,42,Sales staff,Working,247500.0,N,Y,0.0
901905,313219,M,23,Sales staff,Working,342000.0,Y,Y,1135876.5
902033,313250,M,56,Accountants,Commercial associate,405000.0,Y,Y,0.0
903440,313597,M,28,Drivers,Working,180000.0,Y,Y,215896.5
904207,313760,M,56,Laborers,Commercial associate,157500.0,N,N,0.0
904365,313816,F,47,Sales staff,Commercial associate,112500.0,N,Y,221355.0
904670,313901,M,23,Not applicable / Not specified,Commercial associate,216000.0,Y,Y,49401.9
904714,313917,F,56,Not applicable / Not specified,Pensioner,103500.0,N,Y,0.0
905611,314156,F,28,Medicine staff,State servant,76500.0,N,Y,0.0
905725,314196,F,59,Laborers,Working,270000.0,Y,Y,122220.0
905856,314230,F,65,Not applicable / Not specified,Pensioner,90000.0,N,Y,0.0
906944,314475,M,56,Laborers,Working,180000.0,N,Y,293728.5
907258,314544,F,46,Low-skill Laborers,Working,90000.0,N,N,0.0
907608,314630,M,36,Drivers,Working,135000.0,N,N,0.0
907889,314685,F,61,Not applicable / Not specified,Pensioner,225000.0,N,Y,175648.5
908572,314854,F,41,Laborers,Working,180000.0,Y,N,0.0
908689,314892,M,24,High skill tech staff,Commercial associate,202500.0,Y,N,161280.0
909464,315096,F,34,Private service staff,Commercial associate,135000.0,N,Y,548280.0
910872,315400,F,57,Not applicable / Not specified,Pensioner,67500.0,N,Y,291407.22
911575,315575,F,45,Accountants,Commercial associate,270000.0,N,Y,0.0
913413,316036,F,31,Accountants,Working,315000.0,Y,Y,151084.665
913852,316128,F,31,Sales staff,Commercial associate,405000.0,N,Y,1233688.5
914095,316181,F,49,Cleaning staff,Working,112500.0,N,Y,23427.0
914133,316193,M,46,Security staff,Working,148500.0,Y,Y,0.0
914529,316285,F,59,Not applicable / Not specified,Pensioner,135000.0,N,Y,0.0
914758,316342,M,41,Laborers,Commercial associate,225000.0,N,Y,111270.24
914818,316352,M,64,Not applicable / Not specified,Pensioner,180000.0,Y,Y,451116.0
914876,316356,M,54,Laborers,Commercial associate,225000.0,N,N,37404.0
915745,316572,F,67,Not applicable / Not specified,Pensioner,75150.0,N,Y,0.0
916015,316626,M,44,Not applicable / Not specified,Pensioner,270000.0,Y,Y,3143699.46
916806,316824,F,45,Not applicable / Not specified,Working,216000.0,N,Y,517905.0
917784,317055,M,27,Drivers,Working,112500.0,N,Y,0.0
918145,317144,F,31,Medicine staff,Working,67500.0,N,Y,259060.5
918236,317162,F,63,Not applicable / Not specified,Pensioner,90000.0,Y,N,394164.0
918304,317177,F,30,Accountants,Working,180000.0,N,Y,3015.0
919103,317364,F,47,Security staff,Commercial associate,112500.0,N,N,37350.0
919463,317443,F,51,Laborers,Working,103500.0,Y,Y,996268.5
920309,317649,F,37,Not applicable / Not specified,Commercial associate,202500.0,N,Y,350928.54
921543,317925,F,38,Accountants,Working,90000.0,Y,Y,0.0
921804,317986,F,52,Managers,Commercial associate,202500.0,N,Y,173934.0
922533,318151,M,38,Drivers,Commercial associate,337500.0,Y,N,4159557.0
922655,318179,F,45,Laborers,Commercial associate,58500.0,N,N,288310.95
922865,318244,F,33,Sales staff,Commercial associate,157500.0,N,N,0.0
923030,318298,M,28,Drivers,Working,157500.0,Y,N,717988.5
923346,318373,M,64,Not applicable / Not specified,Pensioner,157500.0,N,Y,291541.5
924030,318546,F,36,Not applicable / Not specified,Working,450000.0,N,N,0.0
924252,318597,F,60,Not applicable / Not specified,Commercial associate,324000.0,N,N,1111792.5
926326,319109,M,36,Security staff,Working,270000.0,Y,Y,0.0
926648,319191,M,54,Medicine staff,State servant,94500.0,N,N,393750.0
928273,319558,M,59,Drivers,Working,180000.0,Y,Y,3565102.5
929976,319963,F,58,Not applicable / Not specified,Pensioner,90000.0,N,Y,1116197.28
930593,320108,M,39,Laborers,Working,225000.0,Y,Y,0.0
930853,320159,F,52,Core staff,Working,112500.0,N,N,0.0
931118,320234,M,25,Laborers,Commercial associate,225000.0,N,Y,56821.5
932576,320592,M,50,Drivers,Working,135000.0,N,N,63508.5
932598,320598,F,42,Sales staff,Working,225000.0,N,N,0.0
933130,320715,M,34,Laborers,Commercial associate,225000.0,N,Y,71766.0
933131,320716,F,45,Core staff,Working,135000.0,N,Y,36378.0
933349,320768,F,56,Not applicable / Not specified,Pensioner,67500.0,N,Y,0.0
934129,320958,F,34,Managers,Working,225000.0,Y,Y,479610.0
934137,320961,F,58,Not applicable / Not specified,Pensioner,189000.0,N,Y,0.0
934218,320983,M,47,Core staff,State servant,247500.0,Y,Y,44955.0
934536,321065,F,38,Sales staff,Working,90000.0,N,Y,17455.5
935029,321213,M,51,Laborers,Working,180000.0,Y,Y,0.0
936645,321582,M,33,Not applicable / Not specified,Working,270000.0,N,Y,3621667.5
938727,322080,F,49,Not applicable / Not specified,Pensioner,126000.0,N,Y,580410.0
938730,322081,M,26,Laborers,Working,135000.0,N,Y,3758.715
938876,322109,F,52,Waiters/barmen staff,Working,90000.0,N,Y,711108.0
939832,322355,M,49,Laborers,Working,270000.0,Y,N,32643.0
940322,322475,M,27,Managers,Commercial associate,256500.0,N,N,0.0
941224,322694,M,30,Not applicable / Not specified,Working,72000.0,Y,Y,0.0
941514,322763,F,35,High skill tech staff,Working,112500.0,Y,Y,0.0
941821,322826,M,51,Drivers,State servant,157500.0,Y,Y,0.0
942350,322942,M,34,Not applicable / Not specified,Working,135000.0,Y,Y,902029.5
942537,322987,M,60,Not applicable / Not specified,Working,157500.0,Y,Y,1269252.0
942879,323067,F,49,Not applicable / Not specified,State servant,360000.0,Y,Y,453064.5
943019,323098,F,52,Sales staff,Working,180000.0,Y,Y,363321.0
943039,323104,F,52,Laborers,Working,112500.0,N,Y,21030.345
943332,323174,M,43,High skill tech staff,Working,225000.0,Y,Y,339309.0
943564,323232,F,44,Not applicable / Not specified,Working,90000.0,N,Y,123412.5
943895,323313,F,31,Managers,Working,135000.0,N,N,388935.0
944221,323388,F,39,Laborers,Working,126000.0,N,Y,854451.0
944459,323437,F,61,Not applicable / Not specified,Pensioner,247500.0,N,Y,425910.915
944802,323519,M,59,Drivers,Working,135000.0,N,Y,0.0
944827,323525,M,42,Laborers,Commercial associate,117000.0,N,Y,661041.0
945225,323623,F,61,Not applicable / Not specified,Pensioner,157500.0,N,Y,141579.0
945394,323668,F,65,Not applicable / Not specified,Pensioner,90000.0,N,N,0.0
945472,323690,M,44,Not applicable / Not specified,Commercial associate,225000.0,N,Y,1150911.0
947310,324107,M,44,Drivers,State servant,157500.0,Y,Y,0.0
947450,324134,F,61,Accountants,Working,135000.0,N,Y,0.0
947466,324139,F,54,Managers,Working,216000.0,N,N,64179.0
947618,324175,F,29,Sales staff,Working,180000.0,Y,N,0.0
948310,324344,F,64,Not applicable / Not specified,Pensioner,45000.0,N,Y,0.0
949125,324527,F,47,Sales staff,Working,135000.0,N,Y,0.0
949238,324549,F,39,Sales staff,Working,90000.0,N,Y,0.0
949289,324562,F,66,Not applicable / Not specified,Pensioner,58500.0,N,Y,95764.5
949366,324581,M,44,Laborers,Working,220500.0,Y,Y,226044.0
949779,324670,F,31,Sales staff,Commercial associate,121500.0,N,Y,0.0
949836,324690,F,40,Core staff,Working,157500.0,N,N,122445.0
950207,324780,F,47,Accountants,Working,103500.0,N,Y,825426.0
950214,324781,F,42,Laborers,Working,157500.0,N,Y,693873.0
950301,324798,M,29,Laborers,Working,81000.0,Y,N,0.0
950915,324935,M,32,Managers,State servant,219930.93,Y,N,1160086.5
951578,325084,F,32,Not applicable / Not specified,Working,135000.0,Y,N,0.0
951761,325129,M,52,Core staff,Working,157500.0,Y,Y,0.0
953746,325618,F,22,Managers,Commercial associate,382500.0,N,N,344848.5
954461,325785,F,27,Laborers,Working,180000.0,Y,Y,1327923.855
955001,325902,M,38,Drivers,Working,180000.0,N,N,0.0
955262,325963,M,46,Not applicable / Not specified,Pensioner,135000.0,Y,Y,17068.5
955862,326111,M,47,Cleaning staff,Working,63000.0,N,Y,0.0
956579,326286,F,66,Not applicable / Not specified,Pensioner,90000.0,N,Y,0.0
957649,326518,M,37,Core staff,Working,157500.0,Y,N,134412.885
958107,326617,F,56,Not applicable / Not specified,Pensioner,225000.0,Y,Y,0.0
958516,326717,M,29,Not applicable / Not specified,Working,135000.0,Y,Y,101686.5
958946,326821,M,37,Not applicable / Not specified,Working,225000.0,Y,N,238945.5
959166,326880,M,29,Laborers,State servant,157500.0,Y,Y,598720.5
959353,326928,F,54,Not applicable / Not specified,Working,157500.0,N,Y,0.0
960090,327098,M,45,Drivers,Commercial associate,337500.0,Y,Y,163219.14
960595,327245,F,36,Laborers,Working,171000.0,N,Y,315279.0
960844,327314,F,36,Sales staff,Working,63000.0,N,Y,0.0
961449,327459,F,37,Sales staff,Commercial associate,135000.0,N,N,0.0
961781,327540,M,51,Laborers,Working,157500.0,Y,Y,32130.0
962736,327777,F,48,Medicine staff,Working,90000.0,N,Y,189067.5
963337,327920,F,46,Core staff,Working,270000.0,Y,N,0.0
963988,328073,F,31,Not applicable / Not specified,State servant,126000.0,Y,Y,250227.0
964132,328102,F,49,Laborers,Working,157500.0,N,Y,275134.5
965168,328351,F,49,Laborers,Commercial associate,202500.0,Y,Y,0.0
965382,328396,F,50,High skill tech staff,Commercial associate,292500.0,N,Y,400540.5
966016,328514,F,49,Core staff,State servant,112500.0,N,N,418711.5
967157,328793,M,41,Laborers,Commercial associate,270000.0,Y,Y,0.0
967228,328805,M,29,Medicine staff,Commercial associate,301500.0,N,Y,309379.5
968060,329003,F,37,Laborers,Working,90000.0,Y,Y,0.0
968087,329012,F,37,Sales staff,Commercial associate,135000.0,N,Y,0.0
968352,329082,F,35,Not applicable / Not specified,State servant,157500.0,Y,Y,8758975.5
968426,329096,F,45,Sales staff,Commercial associate,135000.0,Y,Y,0.0
969300,329291,F,46,Laborers,Working,45000.0,N,Y,0.0
969885,329441,F,51,Not applicable / Not specified,Working,112500.0,N,Y,0.0
970040,329478,F,54,Not applicable / Not specified,Pensioner,180000.0,N,Y,324882.0
970197,329518,M,42,Not applicable / Not specified,Working,135000.0,N,Y,185736.87
970393,329560,M,58,Not applicable / Not specified,Pensioner,202500.0,N,N,0.0
970722,329646,F,49,Security staff,Working,94500.0,N,N,0.0
970742,329651,F,34,Not applicable / Not specified,Commercial associate,162000.0,N,N,542317.5
971460,329836,F,59,Not applicable / Not specified,Pensioner,135000.0,N,Y,246991.5
971574,329866,F,45,Laborers,Working,202500.0,N,Y,0.0
971945,329956,F,59,Not applicable / Not specified,Working,90000.0,N,Y,0.0
972052,329987,M,26,Not applicable / Not specified,State servant,540000.0,N,Y,0.0
972953,330170,F,38,Core staff,Working,225000.0,Y,Y,108018.0
973337,330249,M,61,Not applicable / Not specified,Pensioner,130500.0,Y,N,0.0
973601,330320,F,56,Not applicable / Not specified,Pensioner,135000.0,N,Y,27894.375
973996,330394,M,45,Drivers,Working,157500.0,Y,Y,0.0
974143,330426,F,65,Not applicable / Not specified,Pensioner,58500.0,N,N,0.0
974688,330572,F,53,Managers,State servant,180000.0,Y,Y,0.0
974788,330589,F,51,Managers,Working,112500.0,N,N,0.0
974826,330601,M,40,Laborers,Working,135000.0,Y,N,987106.545
975272,330713,F,47,Security staff,Working,157500.0,Y,Y,0.0
975317,330727,F,56,Security staff,Commercial associate,157500.0,N,N,665887.5
975755,330842,F,27,Not applicable / Not specified,Commercial associate,112500.0,N,Y,237010.5
976434,331006,F,48,Sales staff,Working,77850.0,N,Y,75023.01
976588,331039,M,27,Drivers,Working,202500.0,Y,Y,2055352.635
976667,331061,M,45,Managers,Commercial associate,675000.0,Y,N,0.0
977020,331143,F,51,Waiters/barmen staff,Working,112500.0,Y,Y,612.0
977829,331327,M,28,Laborers,State servant,355500.0,Y,Y,539397.0
978125,331399,F,36,High skill tech staff,Working,81000.0,Y,Y,243736.335
978735,331525,F,53,Not applicable / Not specified,Working,112500.0,N,Y,51750.0
978761,331535,M,43,Laborers,Working,112500.0,Y,N,1043919.0
978897,331557,M,32,High skill tech staff,Working,225000.0,Y,Y,0.0
979102,331601,F,45,Security staff,Working,72000.0,N,N,210429.0
979443,331687,M,33,Laborers,Working,103500.0,N,N,0.0
979696,331746,M,31,Not applicable / Not specified,Commercial associate,135000.0,Y,Y,848682.0
980955,332015,F,37,Accountants,Commercial associate,180000.0,N,Y,0.0
980977,332021,F,39,Sales staff,Working,112500.0,Y,N,1978024.5
981236,332095,F,49,Medicine staff,Working,135000.0,N,N,0.0
981269,332106,F,61,Not applicable / Not specified,Pensioner,118350.0,N,Y,665194.5
981340,332124,F,37,Core staff,Commercial associate,81000.0,N,Y,8397.0
982374,332374,F,33,Drivers,Commercial associate,360000.0,N,N,0.0
982700,332445,M,53,Not applicable / Not specified,Pensioner,175500.0,Y,N,941779.89
983257,332594,M,26,Drivers,Working,180000.0,Y,Y,0.0
983356,332621,F,31,Waiters/barmen staff,Working,202500.0,N,N,799672.5
983374,332624,M,41,Laborers,Working,112500.0,N,Y,0.0
983790,332715,F,42,Managers,Working,288000.0,Y,Y,423643.5
985266,333041,F,52,Cooking staff,Working,148500.0,Y,N,0.0
987597,333635,F,47,Core staff,Commercial associate,135000.0,N,Y,761071.5
987776,333676,F,32,Sales staff,Commercial associate,112500.0,Y,N,0.0
987992,333726,M,40,Laborers,Working,135000.0,Y,Y,589869.0
988899,333948,F,38,Sales staff,Working,112500.0,N,N,1168119.0
988984,333971,F,59,Not applicable / Not specified,Pensioner,90000.0,N,Y,41395.5
989072,333989,F,37,Accountants,Working,315000.0,Y,Y,0.0
989693,334133,F,39,Sales staff,Working,220500.0,Y,Y,180454.5
990077,334235,M,40,Laborers,Working,135000.0,Y,N,1019884.5
990763,334376,F,41,Low-skill Laborers,Working,81000.0,N,Y,65162.88
992055,334661,F,38,Core staff,State servant,90000.0,N,Y,11992.5
992138,334681,F,62,Not applicable / Not specified,Pensioner,96750.0,N,Y,0.0
992151,334683,F,40,Not applicable / Not specified,Commercial associate,270000.0,Y,Y,107266.5
993029,334902,M,58,Not applicable / Not specified,Pensioner,90000.0,Y,N,534460.5
993304,334964,F,57,Not applicable / Not specified,Pensioner,63000.0,N,Y,52632.0
993873,335107,F,66,Not applicable / Not specified,Pensioner,67500.0,N,Y,0.0
