,ID_PRET,TYPE_CREDIT,MONTANT_CREDIT,MONTANT_ANNUITE,SCORE_EXT_1,SCORE_EXT_2,SCORE_EXT_3,CODE_REJET,OBJET_PRET,RETARD_PAIEMENT_MAX,RETARD_PAIEMENT_TOTAL,STATUT_PRET
151133,275184,Cash loans,697302.0,20515.5,0.0,0.71,0.48,XAP,XAP,0.0,0.0,Not applicable / Not specified
151218,275282,Cash loans,1024740.0,52321.5,0.79,0.57,0.67,XAP,XAP,-1.0,0.0,C
151308,275389,Cash loans,277969.5,13086.0,0.0,0.26,0.83,XAP,XAP,-1.0,0.0,Not applicable / Not specified
151645,275777,Cash loans,630000.0,32296.5,0.77,0.68,0.0,SCO,XAP,0.0,0.0,0
151654,275787,Cash loans,458235.0,24988.5,0.35,0.53,0.23,CLIENT,XAP,0.0,0.0,C
151781,275928,Cash loans,552555.0,24466.5,0.0,0.15,0.34,XAP,XAP,0.0,0.0,C
151949,276127,Cash loans,573408.0,24232.5,0.0,0.51,0.19,XAP,XNA,0.0,0.0,C
152118,276311,Cash loans,376078.5,17662.5,0.0,0.6,0.48,XAP,XAP,-1.0,0.0,Not applicable / Not specified
152150,276350,Cash loans,256765.5,19867.5,0.37,0.5,0.0,XAP,Medicine,0.0,0.0,0
152219,276429,Cash loans,817560.0,29493.0,0.0,0.15,0.63,XAP,XAP,0.0,0.0,C
152226,276438,Cash loans,508495.5,35518.5,0.0,0.47,0.68,XAP,XAP,0.0,0.0,Not applicable / Not specified
152295,276524,Cash loans,225000.0,16371.0,0.0,0.33,0.0,SCOFR,XAP,0.0,0.0,0
152300,276530,Cash loans,2517300.0,69354.0,0.69,0.38,0.74,0,0,0.0,0.0,Not applicable / Not specified
152394,276634,Cash loans,127350.0,13639.5,0.0,0.54,0.3,XAP,XNA,0.0,0.0,Not applicable / Not specified
152461,276711,Cash loans,920088.0,61866.0,0.83,0.44,0.48,XAP,XAP,0.0,0.0,Not applicable / Not specified
152633,276907,Cash loans,1496884.5,39487.5,0.0,0.54,0.69,XAP,XNA,0.0,0.0,X
152663,276938,Cash loans,590337.0,28530.0,0.0,0.05,0.61,XAP,XAP,0.0,0.0,Not applicable / Not specified
152715,276998,Cash loans,1762110.0,48586.5,0.0,0.35,0.38,XAP,XAP,0.0,0.0,Not applicable / Not specified
152730,277014,Cash loans,1125000.0,33025.5,0.0,0.61,0.35,XAP,XAP,0.0,0.0,Not applicable / Not specified
152731,277016,Cash loans,840996.0,24718.5,0.0,0.65,0.64,XAP,XNA,0.0,0.0,Not applicable / Not specified
152893,277205,Cash loans,706410.0,67203.0,0.0,0.54,0.46,XAP,XAP,0.0,0.0,Not applicable / Not specified
153076,277430,Cash loans,284400.0,19134.0,0.0,0.65,0.67,XAP,XAP,0.0,0.0,Not applicable / Not specified
153129,277491,Cash loans,260640.0,31059.0,0.36,0.53,0.41,XAP,XAP,0.0,0.0,0
153319,277714,Cash loans,652500.0,21046.5,0.0,0.2,0.49,SCO,XAP,0.0,0.0,Not applicable / Not specified
153539,277962,Cash loans,790830.0,45531.0,0.0,0.6,0.76,XAP,XNA,0.0,0.0,X
153748,278195,Cash loans,419679.0,19692.0,0.25,0.45,0.54,XAP,XAP,0.0,0.0,Not applicable / Not specified
153771,278218,Revolving loans,450000.0,22500.0,0.0,0.76,0.48,XAP,XNA,0.0,0.0,Not applicable / Not specified
153801,278254,Revolving loans,135000.0,6750.0,0.33,0.52,0.0,XAP,XAP,0.0,0.0,0
154061,278554,Cash loans,675000.0,36643.5,0.0,0.61,0.49,XAP,XAP,0.0,0.0,Not applicable / Not specified
154071,278566,Cash loans,135000.0,14310.0,0.0,0.29,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
154098,278594,Cash loans,930766.5,90805.5,0.53,0.75,0.72,XAP,XNA,0.0,0.0,0
154198,278713,Cash loans,1206954.0,35419.5,0.77,0.64,0.63,XAP,XNA,0.0,0.0,Not applicable / Not specified
154214,278732,Cash loans,808650.0,26086.5,0.51,0.48,0.39,XAP,XAP,0.0,0.0,Not applicable / Not specified
154347,278887,Cash loans,1042560.0,66757.5,0.0,0.59,0.0,HC,XAP,0.0,0.0,0
154686,279303,Revolving loans,450000.0,22500.0,0.3,0.55,0.63,XAP,XAP,0.0,0.0,Not applicable / Not specified
154720,279344,Cash loans,187704.0,10611.0,0.62,0.61,0.57,XAP,XAP,0.0,0.0,Not applicable / Not specified
155461,280207,Cash loans,521280.0,28408.5,0.0,0.49,0.54,XAP,XAP,0.0,0.0,Not applicable / Not specified
155608,280373,Cash loans,990000.0,29074.5,0.0,0.64,0.46,XAP,XAP,-1.0,0.0,Not applicable / Not specified
155654,280433,Cash loans,270000.0,10309.5,0.42,0.07,0.46,XAP,XNA,0.0,0.0,C
155805,280602,Cash loans,857169.0,25191.0,0.0,0.46,0.0,XAP,XAP,0.0,0.0,0
155981,280813,Cash loans,106974.0,10710.0,0.0,0.28,0.51,XNA,XAP,0.0,0.0,0
156221,281093,Cash loans,1080000.0,31707.0,0.6,0.69,0.72,XAP,XAP,0.0,0.0,Not applicable / Not specified
156471,281374,Cash loans,835380.0,40320.0,0.0,0.65,0.05,XAP,XAP,0.0,0.0,Not applicable / Not specified
156531,281441,Cash loans,975771.0,34699.5,0.47,0.51,0.33,XAP,XNA,0.0,0.0,Not applicable / Not specified
156625,281543,Cash loans,585000.0,56988.0,0.0,0.78,0.79,XAP,XAP,0.0,0.0,Not applicable / Not specified
156882,281834,Cash loans,545040.0,26640.0,0.51,0.69,0.72,XAP,XAP,0.0,0.0,Not applicable / Not specified
157350,282392,Cash loans,625536.0,31936.5,0.1,0.7,0.08,HC,XNA,0.0,0.0,X
157468,282532,Cash loans,1125000.0,33025.5,0.68,0.57,0.69,XAP,XAP,0.0,0.0,Not applicable / Not specified
157515,282580,Cash loans,301464.0,23949.0,0.71,0.31,0.43,XAP,XAP,0.0,0.0,C
157816,282926,Cash loans,227520.0,11196.0,0.0,0.36,0.49,HC,XNA,0.0,0.0,Not applicable / Not specified
157981,283129,Cash loans,1044000.0,28840.5,0.0,0.64,0.0,0,0,0.0,0.0,Not applicable / Not specified
158006,283160,Cash loans,900000.0,29164.5,0.0,0.71,0.33,XAP,XAP,0.0,0.0,Not applicable / Not specified
158236,283442,Cash loans,314055.0,13437.0,0.0,0.62,0.0,XAP,XAP,0.0,0.0,0
158360,283584,Cash loans,254700.0,14350.5,0.85,0.35,0.8,XAP,XAP,0.0,0.0,Not applicable / Not specified
158452,283692,Cash loans,587619.0,21717.0,0.54,0.25,0.65,SCO,XAP,0.0,0.0,Not applicable / Not specified
158517,283771,Cash loans,1042560.0,34456.5,0.64,0.75,0.71,XAP,XAP,0.0,0.0,X
158660,283936,Cash loans,284400.0,16456.5,0.0,0.76,0.52,XAP,XNA,0.0,0.0,0
158725,284014,Cash loans,835380.0,40320.0,0.0,0.4,0.52,XAP,XAP,0.0,0.0,Not applicable / Not specified
158795,284094,Cash loans,523597.5,35262.0,0.0,0.73,0.0,XAP,XNA,0.0,0.0,0
158942,284260,Cash loans,900000.0,26316.0,0.0,0.75,0.59,XAP,XAP,0.0,0.0,Not applicable / Not specified
158955,284274,Cash loans,1155226.5,33907.5,0.45,0.7,0.32,XAP,Repairs,0.0,0.0,Not applicable / Not specified
159097,284438,Cash loans,942300.0,27679.5,0.0,0.29,0.0,XAP,XAP,0.0,0.0,0
159157,284508,Revolving loans,270000.0,13500.0,0.29,0.5,0.38,XAP,XAP,0.0,0.0,Not applicable / Not specified
159160,284514,Cash loans,298512.0,32278.5,0.71,0.7,0.7,XAP,XAP,0.0,0.0,C
159525,284931,Cash loans,494550.0,45490.5,0.0,0.67,0.42,SCOFR,Everyday expenses,0.0,0.0,0
159772,285210,Cash loans,916470.0,26928.0,0.39,0.68,0.0,XAP,XNA,0.0,0.0,0
159778,285217,Cash loans,299772.0,14710.5,0.0,0.19,0.31,XAP,XAP,0.0,0.0,Not applicable / Not specified
159945,285414,Cash loans,1024290.0,29947.5,0.0,0.63,0.56,XAP,XAP,0.0,0.0,C
159973,285445,Cash loans,679500.0,24403.5,0.72,0.7,0.46,XAP,XAP,0.0,0.0,C
160339,285872,Cash loans,573408.0,29407.5,0.17,0.68,0.48,XAP,XAP,0.0,0.0,0
160349,285885,Cash loans,540000.0,27571.5,0.69,0.58,0.08,XAP,XAP,36027.0,0.0,0
160367,285905,Cash loans,1027327.5,40873.5,0.0,0.63,0.54,HC,XNA,0.0,0.0,Not applicable / Not specified
160393,285937,Cash loans,675000.0,53329.5,0.08,0.55,0.1,XAP,XAP,0.0,0.0,X
160484,286037,Cash loans,539100.0,25933.5,0.49,0.03,0.0,XAP,XAP,0.0,0.0,0
160536,286100,Cash loans,339241.5,16627.5,0.0,0.31,0.38,XAP,XAP,17122.32,0.0,Not applicable / Not specified
160636,286217,Cash loans,781695.0,30420.0,0.05,0.7,0.24,XAP,XAP,-1.0,0.0,Not applicable / Not specified
160763,286363,Cash loans,1006920.0,48573.0,0.88,0.56,0.0,XAP,XNA,0.0,0.0,C
160840,286455,Cash loans,225000.0,8613.0,0.0,0.69,0.82,XAP,XAP,-1.0,0.0,Not applicable / Not specified
160852,286468,Revolving loans,225000.0,11250.0,0.0,0.57,0.52,XAP,XAP,0.0,0.0,Not applicable / Not specified
160933,286561,Cash loans,646920.0,17194.5,0.31,0.05,0.09,XAP,XAP,0.0,0.0,0
161076,286729,Cash loans,183784.5,14350.5,0.47,0.66,0.75,XAP,XNA,0.0,0.0,0
161150,286810,Cash loans,239418.0,19044.0,0.57,0.45,0.71,XAP,XNA,0.0,0.0,C
161170,286833,Cash loans,985500.0,28813.5,0.29,0.44,0.39,XAP,XAP,0.0,0.0,Not applicable / Not specified
161187,286853,Revolving loans,270000.0,13500.0,0.55,0.65,0.59,XAP,XNA,0.0,0.0,Not applicable / Not specified
161392,287100,Cash loans,573408.0,17514.0,0.0,0.65,0.51,XAP,XNA,0.0,0.0,X
161422,287134,Cash loans,973710.0,28597.5,0.0,0.59,0.67,XAP,XAP,0.0,0.0,Not applicable / Not specified
161464,287181,Cash loans,265536.0,13684.5,0.52,0.44,0.0,XAP,XNA,0.0,0.0,Not applicable / Not specified
161589,287330,Cash loans,670500.0,21627.0,0.77,0.68,0.62,XAP,XAP,0.0,0.0,Not applicable / Not specified
161618,287363,Cash loans,765000.0,30339.0,0.69,0.7,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
161703,287462,Cash loans,450000.0,20979.0,0.31,0.61,0.51,XAP,XAP,0.0,0.0,Not applicable / Not specified
161760,287525,Cash loans,904500.0,40477.5,0.0,0.68,0.3,XAP,XAP,-1.0,0.0,X
161804,287575,Cash loans,634662.0,22927.5,0.75,0.58,0.7,XAP,XAP,0.0,0.0,0
161942,287736,Cash loans,706410.0,67203.0,0.7,0.61,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
161961,287757,Cash loans,229500.0,15466.5,0.34,0.45,0.08,XAP,XAP,0.0,0.0,Not applicable / Not specified
162005,287811,Revolving loans,585000.0,29250.0,0.0,0.2,0.43,XAP,XNA,0.0,0.0,Not applicable / Not specified
162047,287863,Cash loans,1039500.0,36958.5,0.0,0.52,0.47,XAP,XNA,-1.0,0.0,Not applicable / Not specified
162048,287864,Revolving loans,270000.0,13500.0,0.0,0.24,0.79,XAP,XAP,0.0,0.0,Not applicable / Not specified
162097,287930,Cash loans,555273.0,16236.0,0.0,0.43,0.59,XAP,XAP,0.0,0.0,Not applicable / Not specified
162114,287952,Cash loans,1006920.0,39933.0,0.46,0.57,0.76,XAP,XNA,0.0,0.0,Not applicable / Not specified
162167,288008,Cash loans,601470.0,30838.5,0.0,0.53,0.8,SCO,XAP,0.0,0.0,0
162221,288072,Cash loans,592560.0,35937.0,0.13,0.55,0.44,XAP,XAP,0.0,0.0,0
162270,288124,Cash loans,1092190.5,46404.0,0.38,0.38,0.51,XAP,XAP,0.0,0.0,X
162546,288438,Cash loans,1448046.0,59107.5,0.0,0.54,0.57,XAP,XAP,0.0,0.0,Not applicable / Not specified
162733,288655,Cash loans,373500.0,10701.0,0.0,0.79,0.16,0,0,0.0,0.0,Not applicable / Not specified
162748,288675,Revolving loans,247500.0,12375.0,0.0,0.14,0.0,XAP,XNA,0.0,0.0,0
162899,288845,Cash loans,1078200.0,31653.0,0.38,0.63,0.42,XAP,XNA,0.0,0.0,0
163079,289066,Cash loans,315000.0,15318.0,0.25,0.57,0.47,XAP,XAP,0.0,0.0,0
163159,289159,Cash loans,1152000.0,38200.5,0.79,0.49,0.0,XAP,XAP,-1.0,0.0,C
163208,289217,Cash loans,954000.0,26365.5,0.53,0.59,0.57,0,0,0.0,0.0,Not applicable / Not specified
163507,289543,Cash loans,127350.0,12532.5,0.0,0.4,0.17,XAP,XAP,0.0,0.0,X
163553,289592,Cash loans,163512.0,12915.0,0.0,0.67,0.0,XAP,XAP,0.0,0.0,C
163555,289594,Cash loans,1096020.0,52857.0,0.0,0.61,0.0,SCO,XNA,0.0,0.0,0
163730,289799,Cash loans,490536.0,32782.5,0.0,0.66,0.0,SCO,Furniture,0.0,0.0,Not applicable / Not specified
163811,289893,Cash loans,675000.0,53329.5,0.52,0.71,0.54,XAP,XAP,0.0,0.0,C
164078,290209,Cash loans,417024.0,17113.5,0.86,0.55,0.0,XAP,XNA,0.0,0.0,0
164160,290308,Cash loans,1196644.5,47587.5,0.0,0.61,0.0,XAP,Other,0.0,0.0,0
164203,290354,Cash loans,229500.0,15336.0,0.17,0.76,0.0,XAP,XAP,0.0,0.0,0
164293,290454,Cash loans,1288350.0,37800.0,0.28,0.39,0.68,XAP,XNA,0.0,0.0,Not applicable / Not specified
164338,290505,Cash loans,593010.0,17122.5,0.86,0.69,0.74,XAP,XNA,0.0,0.0,Not applicable / Not specified
164399,290574,Cash loans,422802.0,33534.0,0.0,0.49,0.35,XAP,XAP,-1.0,0.0,X
164451,290637,Cash loans,545040.0,36553.5,0.0,0.7,0.36,XAP,XNA,0.0,0.0,Not applicable / Not specified
164477,290664,Cash loans,521280.0,31806.0,0.67,0.52,0.0,XAP,XAP,0.0,0.0,0
164584,290789,Cash loans,412794.0,27292.5,0.0,0.64,0.51,XAP,XNA,0.0,0.0,Not applicable / Not specified
164604,290809,Cash loans,536917.5,23778.0,0.0,0.54,0.66,0,0,0.0,0.0,X
164609,290815,Cash loans,1255680.0,41499.0,0.61,0.03,0.3,XAP,XNA,0.0,0.0,X
164854,291102,Revolving loans,675000.0,33750.0,0.0,0.56,0.13,XAP,XAP,0.0,0.0,Not applicable / Not specified
164858,291107,Revolving loans,405000.0,20250.0,0.9,0.47,0.83,XAP,XNA,0.0,0.0,Not applicable / Not specified
164872,291126,Cash loans,702000.0,37530.0,0.0,0.65,0.76,XAP,XAP,0.0,0.0,Not applicable / Not specified
164911,291169,Cash loans,781920.0,41787.0,0.0,0.76,0.58,XAP,XNA,0.0,0.0,Not applicable / Not specified
165024,291301,Cash loans,354276.0,17361.0,0.0,0.72,0.54,LIMIT,XAP,0.0,0.0,Not applicable / Not specified
165117,291407,Cash loans,696528.0,46678.5,0.37,0.71,0.0,XAP,XAP,0.0,0.0,0
165189,291490,Cash loans,545040.0,25407.0,0.0,0.58,0.18,XAP,XNA,4682.385,0.0,Not applicable / Not specified
165240,291553,Revolving loans,270000.0,13500.0,0.0,0.23,0.81,XAP,XAP,0.0,0.0,Not applicable / Not specified
165332,291657,Cash loans,755190.0,33264.0,0.0,0.5,0.55,XAP,XAP,12631.41,0.0,C
165442,291790,Cash loans,592560.0,35806.5,0.14,0.45,0.71,XAP,XAP,0.0,0.0,X
165486,291838,Cash loans,1125000.0,59940.0,0.16,0.29,0.3,XAP,XAP,0.0,0.0,Not applicable / Not specified
165943,292378,Cash loans,1200744.0,35109.0,0.0,0.61,0.3,XAP,XAP,0.0,0.0,Not applicable / Not specified
166065,292523,Cash loans,750645.0,40851.0,0.0,0.27,0.38,XAP,XAP,0.0,0.0,C
166125,292595,Cash loans,668304.0,24894.0,0.0,0.67,0.34,0,0,0.0,0.0,Not applicable / Not specified
166137,292607,Cash loans,328581.0,17955.0,0.31,0.54,0.47,XAP,XNA,0.0,0.0,0
166523,293051,Revolving loans,270000.0,13500.0,0.0,0.65,0.0,XAP,XAP,0.0,0.0,0
166538,293066,Cash loans,512064.0,19431.0,0.0,0.7,0.0,XAP,XNA,0.0,0.0,0
166696,293250,Cash loans,495000.0,28548.0,0.76,0.36,0.74,XAP,XNA,-1.0,0.0,C
166723,293279,Cash loans,953379.0,53365.5,0.48,0.58,0.68,XAP,XAP,0.0,0.0,0
166880,293461,Cash loans,315000.0,25015.5,0.0,0.18,0.23,XAP,XAP,0.0,0.0,Not applicable / Not specified
166902,293487,Cash loans,720000.0,30636.0,0.0,0.49,0.29,XAP,XAP,0.0,0.0,Not applicable / Not specified
166905,293490,Cash loans,1546020.0,50004.0,0.0,0.29,0.66,XAP,XAP,0.0,0.0,Not applicable / Not specified
167354,294002,Cash loans,746280.0,59094.0,0.52,0.42,0.43,XAP,XNA,0.0,0.0,Not applicable / Not specified
167364,294017,Cash loans,341280.0,21937.5,0.66,0.54,0.0,XAP,XNA,0.0,0.0,0
167563,294245,Cash loans,1249740.0,66712.5,0.85,0.7,0.78,XAP,XNA,0.0,0.0,Not applicable / Not specified
167801,294510,Cash loans,254700.0,17149.5,0.0,0.15,0.68,XAP,XAP,0.0,0.0,Not applicable / Not specified
167829,294542,Cash loans,161730.0,13095.0,0.0,0.7,0.0,XAP,XNA,0.0,0.0,C
168016,294760,Revolving loans,270000.0,13500.0,0.0,0.06,0.63,XAP,XAP,0.0,0.0,Not applicable / Not specified
168158,294921,Cash loans,1024740.0,52452.0,0.0,0.66,0.46,XAP,XAP,0.0,0.0,X
168221,294993,Cash loans,552555.0,24466.5,0.0,0.64,0.4,SCO,XAP,0.0,0.0,C
168360,295152,Cash loans,526491.0,19039.5,0.0,0.27,0.15,SCO,Urgent needs,0.0,0.0,Not applicable / Not specified
168443,295247,Cash loans,521280.0,41926.5,0.0,0.14,0.65,XAP,XAP,0.0,0.0,Not applicable / Not specified
168447,295251,Cash loans,265500.0,13684.5,0.58,0.72,0.54,XAP,XNA,35549.73,0.0,0
168522,295338,Cash loans,521280.0,25209.0,0.23,0.63,0.07,XAP,XNA,0.0,0.0,0
168558,295383,Cash loans,690048.0,22257.0,0.35,0.41,0.15,XAP,XAP,0.0,0.0,Not applicable / Not specified
168572,295400,Cash loans,720000.0,25636.5,0.46,0.48,0.33,XAP,XNA,-1.0,0.0,0
168784,295641,Cash loans,450000.0,21109.5,0.52,0.63,0.54,XAP,XAP,0.0,0.0,Not applicable / Not specified
168950,295822,Cash loans,161730.0,8901.0,0.14,0.22,0.0,XAP,XAP,0.0,0.0,0
168956,295829,Cash loans,134316.0,13284.0,0.0,0.74,0.0,XAP,XAP,0.0,0.0,0
168969,295845,Cash loans,454500.0,14661.0,0.0,0.77,0.62,XAP,XNA,0.0,0.0,Not applicable / Not specified
169109,296013,Cash loans,338832.0,23049.0,0.0,0.6,0.12,SCOFR,Urgent needs,0.0,0.0,Not applicable / Not specified
169153,296061,Cash loans,675000.0,27490.5,0.82,0.66,0.32,XAP,XNA,0.0,0.0,Not applicable / Not specified
169202,296117,Cash loans,283500.0,14602.5,0.63,0.6,0.41,XAP,XAP,0.0,0.0,0
169211,296126,Cash loans,808650.0,23773.5,0.0,0.63,0.79,XAP,XAP,0.0,0.0,Not applicable / Not specified
169406,296347,Cash loans,1436508.0,51727.5,0.78,0.65,0.0,XAP,XNA,0.0,0.0,0
169550,296507,Cash loans,500211.0,28062.0,0.32,0.69,0.27,XAP,XAP,0.0,0.0,Not applicable / Not specified
169606,296571,Revolving loans,405000.0,20250.0,0.44,0.57,0.74,XAP,XAP,0.0,0.0,Not applicable / Not specified
169625,296593,Revolving loans,247500.0,12375.0,0.61,0.58,0.19,XAP,XAP,0.0,0.0,Not applicable / Not specified
169810,296808,Revolving loans,180000.0,9000.0,0.23,0.49,0.53,XAP,XAP,0.0,0.0,Not applicable / Not specified
169831,296833,Cash loans,225000.0,17905.5,0.0,0.49,0.0,LIMIT,XAP,0.0,0.0,Not applicable / Not specified
169924,296944,Revolving loans,135000.0,6750.0,0.0,0.47,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
169934,296955,Cash loans,508495.5,24592.5,0.0,0.65,0.66,XAP,XNA,0.0,0.0,0
170001,297031,Cash loans,531706.5,42138.0,0.69,0.6,0.25,XAP,XNA,0.0,0.0,C
170154,297209,Cash loans,509922.0,39591.0,0.0,0.71,0.37,HC,XNA,0.0,0.0,C
170258,297326,Cash loans,1006920.0,42790.5,0.0,0.57,0.49,LIMIT,Other,0.0,0.0,C
170260,297328,Revolving loans,135000.0,6750.0,0.34,0.35,0.27,0,0,0.0,0.0,Not applicable / Not specified
170383,297475,Cash loans,396000.0,16128.0,0.55,0.69,0.45,XAP,XAP,0.0,0.0,Not applicable / Not specified
170658,297784,Cash loans,900000.0,26446.5,0.16,0.29,0.6,XAP,XAP,0.0,0.0,Not applicable / Not specified
170990,298167,Cash loans,531706.5,17572.5,0.0,0.47,0.47,XAP,XNA,0.0,0.0,Not applicable / Not specified
171156,298359,Revolving loans,180000.0,9000.0,0.43,0.61,0.37,HC,XAP,0.0,0.0,Not applicable / Not specified
171197,298407,Cash loans,521280.0,41926.5,0.0,0.71,0.61,XAP,XAP,0.0,0.0,C
171223,298435,Cash loans,490495.5,29205.0,0.0,0.75,0.0,XAP,XAP,-1.0,0.0,Not applicable / Not specified
171317,298546,Cash loans,381528.0,17784.0,0.0,0.63,0.82,XAP,XAP,0.0,0.0,Not applicable / Not specified
171593,298874,Cash loans,1288350.0,37800.0,0.42,0.66,0.73,XAP,XAP,0.0,0.0,Not applicable / Not specified
171763,299065,Cash loans,1170000.0,34209.0,0.55,0.62,0.44,HC,XAP,0.0,0.0,Not applicable / Not specified
171768,299071,Cash loans,1575000.0,43443.0,0.39,0.72,0.69,0,0,0.0,0.0,Not applicable / Not specified
171850,299164,Cash loans,450000.0,22018.5,0.53,0.61,0.0,0,0,0.0,0.0,0
171888,299207,Cash loans,225000.0,12564.0,0.67,0.26,0.62,XAP,XAP,0.0,0.0,C
172091,299437,Cash loans,848745.0,46174.5,0.29,0.4,0.0,XAP,XNA,0.0,0.0,0
172133,299484,Revolving loans,382500.0,19125.0,0.84,0.42,0.73,XAP,XNA,0.0,0.0,Not applicable / Not specified
172189,299546,Revolving loans,450000.0,22500.0,0.0,0.75,0.54,0,0,0.0,0.0,Not applicable / Not specified
172283,299648,Cash loans,1489936.5,46912.5,0.0,0.8,0.79,XAP,XAP,0.0,0.0,Not applicable / Not specified
172369,299742,Cash loans,845410.5,40801.5,0.41,0.41,0.32,XAP,XAP,0.0,0.0,0
172519,299913,Cash loans,1006920.0,45630.0,0.0,0.37,0.08,XAP,XNA,0.0,0.0,Not applicable / Not specified
172521,299916,Cash loans,521280.0,35262.0,0.22,0.34,0.3,SCO,XAP,0.0,0.0,X
172535,299932,Cash loans,545040.0,30433.5,0.0,0.69,0.48,XAP,XAP,0.0,0.0,0
172674,300093,Cash loans,1149759.0,61389.0,0.21,0.64,0.0,XAP,XAP,0.0,0.0,0
172697,300118,Cash loans,360000.0,17316.0,0.0,0.61,0.54,XAP,XAP,0.0,0.0,0
172931,300399,Cash loans,252261.0,13815.0,0.0,0.3,0.5,XAP,XNA,0.0,0.0,0
172962,300434,Cash loans,95940.0,9342.0,0.0,0.57,0.71,XAP,XAP,0.0,0.0,Not applicable / Not specified
173208,300720,Cash loans,1886850.0,52015.5,0.53,0.71,0.6,XAP,XAP,-1.0,0.0,0
173306,300830,Cash loans,140746.5,14548.5,0.74,0.59,0.48,XAP,XAP,0.0,0.0,X
173314,300839,Cash loans,263686.5,31423.5,0.19,0.46,0.2,XAP,XAP,0.0,0.0,C
173364,300902,Cash loans,414792.0,22630.5,0.0,0.46,0.0,XAP,XAP,0.0,0.0,C
173414,300960,Cash loans,604683.0,30874.5,0.27,0.54,0.0,HC,Medicine,0.0,0.0,0
173446,300999,Cash loans,615109.5,24826.5,0.0,0.65,0.69,XAP,XNA,0.0,0.0,Not applicable / Not specified
173455,301011,Cash loans,265851.0,21132.0,0.0,0.24,0.0,XAP,XAP,0.0,0.0,0
173797,301412,Cash loans,688500.0,20259.0,0.0,0.7,0.45,XAP,XNA,0.0,0.0,Not applicable / Not specified
174073,301726,Cash loans,1574532.0,60102.0,0.0,0.7,0.39,XAP,XAP,0.0,0.0,0
174265,301951,Revolving loans,382500.0,19125.0,0.88,0.39,0.58,HC,XNA,0.0,0.0,Not applicable / Not specified
174514,302240,Cash loans,513531.0,24835.5,0.0,0.56,0.45,XAP,XAP,0.0,0.0,Not applicable / Not specified
174531,302257,Cash loans,417024.0,18499.5,0.0,0.67,0.0,XAP,XAP,-1.0,0.0,Not applicable / Not specified
174578,302313,Cash loans,277969.5,10606.5,0.0,0.52,0.68,XAP,XAP,0.0,0.0,Not applicable / Not specified
174582,302317,Cash loans,327024.0,21289.5,0.45,0.68,0.72,XAP,XAP,0.0,0.0,Not applicable / Not specified
174649,302396,Cash loans,985090.5,68562.0,0.85,0.65,0.42,XAP,XNA,8613.0,0.0,Not applicable / Not specified
174666,302414,Cash loans,1317357.0,50305.5,0.6,0.67,0.42,XAP,XAP,0.0,0.0,Not applicable / Not specified
174677,302427,Cash loans,796320.0,25686.0,0.57,0.67,0.56,XAP,XAP,0.0,0.0,C
174720,302483,Cash loans,760500.0,30159.0,0.0,0.73,0.7,XAP,XNA,0.0,0.0,Not applicable / Not specified
174794,302563,Cash loans,195543.0,14359.5,0.0,0.15,0.44,XAP,XNA,0.0,0.0,X
174828,302602,Cash loans,1078200.0,34911.0,0.0,0.7,0.51,XAP,XNA,0.0,0.0,Not applicable / Not specified
174851,302627,Cash loans,948582.0,27864.0,0.0,0.63,0.6,XAP,XAP,0.0,0.0,Not applicable / Not specified
174875,302653,Cash loans,239850.0,22657.5,0.0,0.41,0.0,0,0,0.0,0.0,0
174923,302708,Cash loans,187704.0,12672.0,0.0,0.17,0.0,XAP,XNA,0.0,0.0,0
174952,302738,Cash loans,1056447.0,31018.5,0.0,0.54,0.44,XAP,XNA,0.0,0.0,Not applicable / Not specified
174985,302777,Cash loans,675000.0,19737.0,0.33,0.02,0.66,XAP,XAP,0.0,0.0,Not applicable / Not specified
174987,302779,Cash loans,622413.0,26500.5,0.19,0.59,0.0,XAP,XAP,0.0,0.0,C
175016,302812,Cash loans,397017.0,20398.5,0.04,0.03,0.0,XAP,XAP,0.0,0.0,0
175057,302858,Cash loans,71955.0,7137.0,0.0,0.37,0.41,XAP,XNA,0.0,0.0,X
175084,302890,Cash loans,900000.0,26316.0,0.61,0.68,0.76,XAP,XAP,0.0,0.0,Not applicable / Not specified
175093,302899,Cash loans,900000.0,38263.5,0.0,0.64,0.47,XAP,XNA,0.0,0.0,C
175150,302962,Cash loans,225000.0,17905.5,0.0,0.33,0.0,XAP,XAP,0.0,0.0,X
175191,303008,Cash loans,545040.0,17536.5,0.0,0.47,0.39,XAP,XAP,-1.0,0.0,Not applicable / Not specified
175264,303101,Cash loans,675000.0,28597.5,0.2,0.42,0.0,XAP,XAP,0.0,0.0,0
175326,303173,Cash loans,215640.0,10372.5,0.88,0.3,0.0,XAP,XAP,-1.0,0.0,C
175376,303228,Cash loans,579942.0,42331.5,0.0,0.67,0.36,XAP,XAP,0.0,0.0,0
175379,303231,Cash loans,742500.0,31590.0,0.55,0.57,0.26,XAP,XAP,0.0,0.0,Not applicable / Not specified
175423,303278,Cash loans,1336873.5,35977.5,0.0,0.52,0.24,CLIENT,XAP,0.0,0.0,Not applicable / Not specified
